"faqNbr","carClassNbr","faqCarNbr","faqCarNm","question","answer"
366,7273,2862,폭스바겐 티구안 2세대,프리미엄과 프레스티지 차이는 뭔가요?,"일단 가격 차이는 375만 원입니다. 중요한 변화만 꼽자면 LED 매트릭스 헤드라이트랑 다이내믹 턴 시그널이 추가되고, 내비게이션을 지원하는 9.2인치 디스플레이, 동승석 전동 및 메모리 시트, 후석 열선, 파노라마 선루프가 더해집니다. "
367,7273,2862,폭스바겐 티구안 2세대,가솔린 모델은 없나요?,내년에 7인승 모델인 티구안 올스페이스가 가솔린 모델로 출시될 예정입니다. 폭스바겐 코리아는 국내에서 앞으로 최신 디젤 엔진인 EA288 evo가 탑재된 모델을 선보이겠다고 발표한만큼 주력 모델은 계속 디젤이지 않을까 생각됩니다. 
368,7273,2862,폭스바겐 티구안 2세대,디젤 엔진 괜찮을까요?,EA288 evo 엔진은 유로 6d는 물론 2025년 시행 예정인 유로7의 규제까지 충족할 수 있다고 알려졌습니다. 또한 디젤에 꽤나 진심인 것 같은 폭스바겐의 EA288 evo는 브랜드의 가장 최신이자 친환경적인 엔진입니다. 연간 주행거리가 4만km가 넘는다면 고려해보세요.
369,7273,2862,폭스바겐 티구안 2세대,스포티지랑 비교가 가능할까요?,가격만 보자면 티구안 프리미엄과 스포티지의 시그니처 풀 옵션 모델과 비슷합니다. 그래서 연비랑 3존 독립제어 자동 에어컨을 제외하고 티구안이 내세울 수 있는 강점은 없다고 봐도 무방합니다. 스포티지가 더 크고 실내도 넓고 성능도 더 좋습니다. 
370,7387,2842,현대 더 뉴 싼타페,쏘렌토 하이브리드랑 고민됩니다. ,완전변경을 거친 쏘렌토가 더 좋습니다. 실내 공간도 더 넓고 6인승도 가능하니까요. 외관 디자인도 호불호가 덜 갈리죠. 하지만 이런 것들에 개의치 않는다면 가격이 더 저렴하고 옵션 구성이 좋은 싼타페가 더 나은 선택이 될 수 도 있습니다. 
371,7387,2842,현대 더 뉴 싼타페,하이브리드가 가솔린/디젤보다 좋을까요?,"하이브리드 추천합니다. 배기량은 낮지만 충분한 출력에 더 좋은 연비를 보여주고, 친환경차 구매 세금 혜택까지 받을 수 있습니다. 시작 가격이 비싸지만 내연기관 모델 대비 옵션 구성도 더 좋습니다. 무엇보다 훨씬 더 조용하고 정숙합니다. "
372,7387,2842,현대 더 뉴 싼타페,기본형 사도 괜찮을까요?,"충분합니다. 가솔린과 디젤 모델과 비교해서 많은 것들이 들어가니까요. 다만 17인치 휠, 인조 가죽 시트, 아날로그 계기판, 기본 오디오가 고정이고, 스마트 크루즈 컨트롤과 고속도로 주행 보조 기능이 빠집니다. 선택품목에도 제한이 있으니 참고하세요. "
373,7387,2842,현대 더 뉴 싼타페,사륜구동 시스템 필요할까요?,"하이브리드에서 사륜구동을 추천하지 않습니다. 시스템의 성능에 대한 불신이 아니라 사륜구동 모델은 친환경차 연비 기준을 충족하지 못해 세금 혜택을 받을 수 없기 때문입니다. 개소세, 교육세, 부가세, 취득세 40만 원 한도 내 감면 모두 불가합니다. "
374,7387,2842,현대 더 뉴 싼타페,"1.6 터보면 출력이 부족하지 않을까요? ",물론 차고 넘치는 힘은 아닙니다. 하지만 동시에 1.7톤이 넘는 차를 이끌기에 부족하지도 않습니다. 도심에서 주로 활용될 중형 패밀리 SUV로서의 목적과 역할을 생각한다면요. 일상적인 주행에서 모터로만 달려도 출력에 대한 스트레스는 거의 없습니다. 
375,7387,2802,아우디 A5 (F5),가솔린 모델과 디젤 모델의 차이는 뭔가요?,"가솔린 40 TFSI 대비 디젤 40 TDI의 최고 출력(190마력)은 낮으나, 최대 토크(40.8kg.m)는 더 큽니다. 가속 성능은 40 TFSI보다 뒤쳐집니다. 그래도 복합 연비는 13.5km/L로 더 우수합니다. 40 TFSI보다 약 216만 원~707만 원 더 비쌉니다."
376,7387,2802,아우디 A5 (F5),콰트로는 기본 적용인가요?,"현재 국내에 판매되는 A5 2세대 부분변경 모델은 A4나 A6와는 달리 스포트백, 쿠페, 카브리올레 모두 상시 사륜구동 시스템이 기본 적용됩니다."
377,7387,2802,아우디 A5 (F5),후석 공간은 어떤가요?,스포트백은 어느 정도 공간적 손해를 감수해야 합니다. 하지만 그 손해가 생각보다 크지 않습니다. A4보다 30mm 낮지만 2열의 헤드룸 차이는 8mm입니다. 키 175cm의 남성에게 불편하지 않은 공간이지만 오래 머물기에는 무리가 있습니다. 
378,7387,2802,아우디 A5 (F5),S 트로닉의 내구성이 걱정됩니다.,"유리 미션이라고 불릴만큼 내구성에 대한 악명이 높지만, 관리 소홀도 고장의 큰 원인 중 하나입니다. 수동 변속기로서 듀얼 클러치에 대한 이해도가 부족한 것도 사실이니까요. 듀얼 클러치의 특성과 오일 교환 시기 등 세심한 이해와 관리가 필요한 이유입니다."
379,7387,2802,아우디 A5 (F5),아우디 MMI 내비게이션은 괜찮나요?,터치 기능을 지원하나 아직까지 부족한 수준입니다. 스마트 폰 연동해서 사용하시는 것을 추천합니다. 아우디 스마트폰 인터페이스 ?첵뵀邦? 지원합니다. 한 가지 덧붙이자면 후방 카메라는 보기에 불편함은 없으나 화질이 요즘 신차에 비해 떨어집니다.  
380,7278,2742,현대 스타리아,디젤과 LPG 고민됩니다.,주행거리가 길다면 디젤을 추천합니다. 연비도 좋지만 자동차세가 더 저렴하기도 합니다. 
381,7278,2742,현대 스타리아,사륜구동이 필요할까요?,"연비는 크게 차이 나지 않습니다. 라운지 기준 AWD 복합 연비가 10.3km/L, 2WD는 10.8km/L입니다. 금전적 여유가 있다면 추가하는 것이 좋지 않을까요? 이름만 사륜구동이 아니라 실제로 열일합니다. HTRAC은 디젤에서만 추가할 수 있습니다."
382,7278,2742,현대 스타리아,일상적으로 타고 다니기 괜찮을까요?,큰 차체에 비해 스티어링 휠이 부드럽고 다루기 어렵지 않습니다. 서라운드 뷰를 추가한다면 훨씬 편하기도 하고요. 다만 서라운드 뷰가 포함된 테크 I 패키지가 멀티미디어 내비플러스와 묶여 있기 때문에 추가 비용이 더 필요합니다.  
383,7278,2742,현대 스타리아,승합차 구매 혜택이 있나요? ,"9인승과 11인승은 개별소비세가 면제됩니다. 11인 이상 탑승하는 승합차는 취득세도 5%로 승용차에 비해 낮습니다. 그리고 9인승부터는 6명 이상 함께 타면 고속도로 버스전용차로도 이용할 수 있습니다. "
384,7278,2742,현대 스타리아,또 다른 혜택이 있나요?,경유차를 폐차할 예정이라면 LPG 화물차 지원사업 헤택도 받을 수 있습니다. 경유차를 폐차하고 스타리아 카고 LPG를 구매하면 보조금 400만 원을 받을 수 있습니다.  
385,6639,2722,폭스바겐 티록,"후륜 토션빔이던데, 승차감 어떤가요?",토션빔이라고 해서 무조건 승차감이 나쁜 것은 아닙니다. 차의 성격과 목적에 맞는 세팅이 더 중요하죠. 티록은 편하고 안락한 승차감을 위한 차는 아닙니다. 그런 목적으로 만들어진 차도 아니죠. 다소 투박하고 단단하지만 티록의 흠이라고 생각되지는 않습니다.
386,6639,2722,폭스바겐 티록,트렁크 적재 용량은 얼마나 되나요?,"기본 445L에 2열까지 접으면 1,290L까지 늘어납니다. 트렁크 용량만 따지면, 코나(360L)보다 크고, 셀토스(498L)보다 작습니다. "
387,6639,2722,폭스바겐 티록,통풍 시트 있나요?,현재 국내에 판매되는 티록의 모든 트림에는 통풍 시트가 적용되지 않습니다. 
388,6639,2722,폭스바겐 티록,순정 내비게이션은 쓸만한가요?,"국내 맵 데이터를 활용해서 만든 내비게이션이지만, 애플 카플레이나 안드로이드 오토로 스마트폰 앱을 사용하시는 것을 추천합니다. "
389,6639,2722,폭스바겐 티록,운전자 주행 보조 기능은 뭐가 있나요?,"앞 차와의 거리와 속도를 알아서 조절해주는 어댑티브 크루즈 컨트롤 기능이 프리미엄부터 탑재됩니다. 스마트 크루즈 컨트롤로 익숙한 그 기능 맞습니다. 사각지대와 보행자 모니터링, 전방 추돌 경고, 프로액티브 탑승자 보호 시스템은 전 트림 기본 적용입니다."
390,6853,2702,현대 아이오닉5,배터리 충전은 얼마나 걸리나요?,"50kW 급속 충전으로 63분이면 배터리 80%까지 채울 수 있고, 350kW 초급속 충전기로는 18분이 소요됩니다. 완속 충전으로 100%까지 채우는 데는 9시간이 걸립니다. 휴대용 충전기로는 19시간이 걸립니다."
391,6853,2702,현대 아이오닉5,멀티 충전 시스템은 뭔가요?,쉽게 말해 800V 초고속 충전기랑 400V 급속 충전기 모두 사용할 수 있게 해주는 시스템입니다. 출력에 구애받지 않고 충전할 수 있도록 편의성을 높인 겁니다. 
392,6853,2702,현대 아이오닉5,EV 스테이션과 E-Pit의 차이점이 뭔가요?,"두 곳 모두 초고속 충전기 하이 차저를 사용할 수 있지만, EV 스테이션과 달리 E-Pit은 공간을 넘어 충전 서비스까지 아우르는 브랜드를 의미합니다."
393,6853,2702,현대 아이오닉5,프런트 트렁크는 모델마다 차이가 있나요?,"후륜구동 모델의 프런트 트렁크 용량은 57L이고, 최대 적재 허용량이 25kg입니다. 사륜구동을 선택하면 용량은 24L, 최대 적재 허용량은 10kg으로 줄어듭니다. "
394,6853,2702,현대 아이오닉5,유틸리티 모드는 뭔가요?,차박에 특화된 기능입니다. 12V 보조 배터리 대신 고전압 배터리를 활용합니다. 따라서 장시간 운행을 하지 않더라도 걱정 없이 오디오나 조명 등 전기 장치를 사용할 수 있습니다.
395,6948,2664,"제네시스 G80
                (RG3)",기본형으로 사도 괜찮을까요?,"기본인 가솔린 2.5 터보에서 선택할 수 있는 패키지가 가솔린 3.5 터보와 큰 차이가 없습니다. 파워트레인만 제외한다면 거의 동일하게 구성할 수 있죠. 주행 질감의 차이는 있을 수 있겠지만, 좋고 나쁘다의 문제가 아니니 취향에 따라 선택하면 됩니다.     "
396,6948,2664,"제네시스 G80
                (RG3)",파워트레인에 따른 외관 차이가 있나요?,"2.2 디젤 모델은 히든 타입 머플러가 적용됩니다. 듀얼 머플러가 장착되는 가솔린 모델과는 다른 모습이죠. 가솔린 3.5 터보 모델에서는 18인치 휠을 선택할 수 없으니 이 또한 등급 차이가 되겠네요. 그리고 사륜구동을 선택하면 후면에 AWD가 부착됩니다. "
397,6948,2664,"제네시스 G80
                (RG3)",스포츠/다이내믹 패키지는 뭔가요?,스포츠 패키지를 추가하면 외관과 실내 디자인이 바뀝니다. 다이내믹 패키지는 3.5 터보에서만 추가할 수 있는데 후륜조향 시스템과 스포츠+ 모드까지 추가됩니다. 그렇다고 해서 엔진이 바뀌는 것이 아닙니다.
398,6948,2664,"제네시스 G80
                (RG3)",파퓰러 패키지 필요할까요?," 물론 추가하면 좋은 옵션들이지만, 직접 운전한다면 프리뷰 전자제어 서스펜션의 만족도가 훨씬 높습니다. 그리고 내비 기반 스마트 크루즈 컨트롤이랑 고속도로 주행 보조 II가 포함된 드라이빙 어시스턴스 패키지 II의 활용도가 더 높지 않을까요?"
399,6948,2664,"제네시스 G80
                (RG3)",서비스센터는 블루핸즈 가야하나요?,"쉽고 빠른 정비나 수리를 원한다면 블루핸즈로 가야합니다. 물론 서울 동부, 남부, 고양 서비스센터에서 제네시스를 전담하지만 예약 조차 쉽지 않습니다. 프리미엄 브랜드에 걸맞은 차별화된 서비스는 아직 부족한 현실입니다."
400,6560,2663,"쉐보레(GM대우) 볼트
                EV",전기차는 처음인데 충전이 어려울까요?,"어렵지 않습니다. 충전소에 가기 전에 환경부 저공해차 홈페이지에서 회원 가입을 하고 공공충전 인프라 멤버십 카드를 신청하세요. 카드를 받고, 홈페이지에서 결제 카드 등록까지 하면 준비 완료. 충전소에서는 충전 타입에 맞게 선택하고 카드를 태그하면 끝!"
401,6560,2663,"쉐보레(GM대우) 볼트
                EV","2020년형 모델도 리콜 대상인가요?","결론부터 말씀드리면 아닙니다. 국토교통부에 따르면 고전압 배터리 완충 시 발생할 수 있는 화재 관련해서 조치가 필요한 모델은 2016년 11월 9일부터 2019년 6월 10일까지 생산된 9,476대입니다. 즉, 2017년형부터 2019년형만 해당됩니다. "
402,6560,2663,"쉐보레(GM대우) 볼트
                EV","414km보다 더 멀리 갈 수 있나요?",날씨 그리고 운전 스타일에 따라 더 갈 수도 혹은 더 못 갈 수도 있습니다. 볼트 EV는 도심에서 최대 455km까지 운행 가능합니다. 리젠 온 디맨드 버튼을 활용하거나 원 페달 드라이빙 기능을 활성화하면 주행 가능 거리는 더욱 늘어나게 됩니다. 
403,6560,2663,"쉐보레(GM대우) 볼트
                EV",원 페달 드라이빙은 뭔가요?,"가속 페달로만 달리고 멈출 수 있는 기능입니다. 볼트 EV는 변속 레버를 D에서 아래로 하나 더 내릴 수 있습니다. 이 때 L로 변경되면서 원 페달 드라이빙 기능이 활성화됩니다. 가속 페달을 밟으면 앞으로 나아가고, 발을 떼는 순간 속도가 줄어들면서 멈춥니다."
404,6560,2663,"쉐보레(GM대우) 볼트
                EV",차박 가능한가요?,차박을 위한 모드는 따로 없지만 가능합니다. 원하는 실내 온도를 맞춘 뒤 기어를 중립에 두고 EPB를 활성화합니다. 그리고 운전석 도어는 꼭 살짝 열어두어야 합니다. 추가로 전조등과 실내등 그리고 디스플레이 모두 전원를 오프하면 됩니다. 
