carClassNbr,rn,gender,cnt,percent
5280,2,법인및사업자,26,29.5
5282,1,남자,66,49.6
5282,3,여자,9,6.8
5282,2,법인및사업자,58,43.6
5283,1,남자,11,61.1
5283,3,여자,3,16.7
5283,2,법인및사업자,4,22.2
5284,1,남자,9,45
5284,3,여자,4,20
5284,2,법인및사업자,7,35
5285,1,남자,29,43.3
5285,3,여자,11,16.4
5285,2,법인및사업자,27,40.3
5286,1,남자,508,53.8
5286,3,여자,134,14.2
5286,2,법인및사업자,302,32
5287,1,남자,6,66.7
5287,2,법인및사업자,3,33.3
5290,1,남자,94,61.8
5290,3,여자,26,17.1
5290,2,법인및사업자,32,21.1
5291,1,남자,97,62.2
5291,3,여자,19,12.2
5291,2,법인및사업자,40,25.6
5292,1,남자,9,56.3
5292,3,여자,1,6.3
5292,2,법인및사업자,6,37.5
5293,1,남자,1225,62
5293,3,여자,230,11.6
5293,2,법인및사업자,522,26.4
5296,1,남자,4,66.7
5296,2,여자,2,33.3
5298,1,남자,831,46.4
5298,3,여자,365,20.4
5298,2,법인및사업자,594,33.2
5299,1,남자,1,100
5300,1,남자,876,59.1
5300,3,여자,218,14.7
5300,2,법인및사업자,387,26.1
5304,1,남자,24,60
5304,3,여자,5,12.5
5304,2,법인및사업자,11,27.5
5306,1,남자,101,61.2
5306,3,여자,21,12.7
5306,2,법인및사업자,43,26.1
5308,1,남자,515,61.1
5308,3,여자,104,12.3
5308,2,법인및사업자,224,26.6
5309,1,남자,29,50.9
5309,3,여자,9,15.8
5309,2,법인및사업자,19,33.3
5310,1,남자,509,47.7
5310,3,여자,268,25.1
5310,2,법인및사업자,291,27.2
5311,1,남자,167,57.6
5311,3,여자,49,16.9
5311,2,법인및사업자,74,25.5
5312,1,남자,12,70.6
5312,2,여자,3,17.6
5312,3,법인및사업자,2,11.8
5313,1,남자,361,57.7
5313,3,여자,79,12.6
5313,2,법인및사업자,186,29.7
5314,1,남자,50,56.8
5314,3,여자,14,15.9
5314,2,법인및사업자,24,27.3
5315,1,남자,11,47.8
5315,3,여자,5,21.7
5315,2,법인및사업자,7,30.4
5316,1,남자,7,50
5316,3,여자,1,7.1
5316,2,법인및사업자,6,42.9
5317,1,남자,5,55.6
5317,3,여자,2,22.2
5317,2,법인및사업자,2,22.2
5318,1,남자,2,33.3
5318,3,여자,2,33.3
5318,2,법인및사업자,2,33.3
5322,1,남자,10,43.5
5322,3,여자,4,17.4
5322,2,법인및사업자,9,39.1
5323,1,남자,11,64.7
5323,3,여자,2,11.8
5323,2,법인및사업자,4,23.5
5325,1,남자,55,60.4
5325,3,여자,9,9.9
5325,2,법인및사업자,27,29.7
5329,1,남자,20,54.1
5329,3,여자,5,13.5
5329,2,법인및사업자,12,32.4
5330,1,남자,278,46.7
5330,3,여자,141,23.7
5330,2,법인및사업자,176,29.6
5331,1,남자,10,58.8
5331,3,여자,2,11.8
5331,2,법인및사업자,5,29.4
5332,1,남자,3,100
5333,1,남자,59,51.8
5333,3,여자,18,15.8
5333,2,법인및사업자,37,32.5
5334,1,남자,58,53.2
5334,3,여자,14,12.8
5334,2,법인및사업자,37,33.9
5335,1,남자,24,70.6
5335,3,여자,4,11.8
5335,2,법인및사업자,6,17.6
5336,1,남자,34,60.7
5336,3,여자,5,8.9
5336,2,법인및사업자,17,30.4
5337,1,남자,163,56.2
5337,3,여자,38,13.1
5337,2,법인및사업자,89,30.7
5338,1,남자,9,52.9
5338,3,여자,1,5.9
5338,2,법인및사업자,7,41.2
5339,1,남자,162,61.8
5339,3,여자,33,12.6
5339,2,법인및사업자,67,25.6
5340,2,남자,21,37.5
5340,3,여자,13,23.2
5340,1,법인및사업자,22,39.3
5341,2,남자,2,40
5341,1,법인및사업자,3,60
5342,1,남자,265,51.2
5342,3,여자,78,15.1
5342,2,법인및사업자,175,33.8
5346,1,남자,70,60.3
5346,3,여자,12,10.3
5346,2,법인및사업자,34,29.3
5348,1,남자,92,64.8
5348,3,여자,15,10.6
5348,2,법인및사업자,35,24.6
5349,1,남자,453,46.4
5349,3,여자,249,25.5
5349,2,법인및사업자,274,28.1
5350,1,남자,307,54.3
5350,3,여자,102,18.1
5350,2,법인및사업자,156,27.6
5351,1,남자,573,55.3
5351,3,여자,103,9.9
5351,2,법인및사업자,360,34.7
5352,1,남자,32,52.5
5352,3,여자,14,23
5352,2,법인및사업자,15,24.6
5353,1,남자,119,52.7
5353,3,여자,27,11.9
5353,2,법인및사업자,80,35.4
5355,2,남자,6,37.5
5355,3,여자,3,18.8
5355,1,법인및사업자,7,43.8
5356,1,남자,27,64.3
5356,3,여자,6,14.3
5356,2,법인및사업자,9,21.4
5359,1,남자,1,100
5361,1,남자,14,63.6
5361,3,여자,2,9.1
5361,2,법인및사업자,6,27.3
5362,1,남자,19,47.5
5362,3,여자,9,22.5
5362,2,법인및사업자,12,30
5366,2,남자,28,35.9
5366,3,여자,13,16.7
5366,1,법인및사업자,37,47.4
5367,1,남자,53,61.6
5367,3,여자,12,14
5367,2,법인및사업자,21,24.4
5368,1,남자,30,66.7
5368,3,여자,6,13.3
5368,2,법인및사업자,9,20
5378,1,남자,187,50.3
5378,3,여자,56,15.1
5378,2,법인및사업자,129,34.7
5379,1,남자,2,40
5379,3,여자,1,20
5379,2,법인및사업자,2,40
5380,1,남자,1,100
5382,1,남자,326,54.2
5382,3,여자,65,10.8
5382,2,법인및사업자,210,34.9
5383,1,남자,17,56.7
5383,3,여자,6,20
5383,2,법인및사업자,7,23.3
5384,1,남자,1781,58
5384,3,여자,388,12.6
5384,2,법인및사업자,904,29.4
5385,1,남자,116,55.5
5385,3,여자,27,12.9
5385,2,법인및사업자,66,31.6
5386,1,남자,88,54.7
5386,3,여자,17,10.6
5386,2,법인및사업자,56,34.8
5389,1,남자,1,100
5394,1,남자,1,100
5399,1,남자,34,47.9
5399,3,여자,14,19.7
5399,2,법인및사업자,23,32.4
5402,1,남자,8,53.3
5402,2,여자,5,33.3
5402,3,법인및사업자,2,13.3
5407,1,남자,12,57.1
5407,2,법인및사업자,9,42.9
5408,1,남자,141,56.6
5408,3,여자,30,12
5408,2,법인및사업자,78,31.3
5409,1,남자,1521,49.1
5409,3,여자,670,21.6
5409,2,법인및사업자,905,29.2
5410,1,남자,13,56.5
5410,3,여자,4,17.4
5410,2,법인및사업자,6,26.1
5411,1,남자,15,62.5
5411,3,여자,2,8.3
5411,2,법인및사업자,7,29.2
5412,1,남자,415,68.7
5412,3,여자,47,7.8
5412,2,법인및사업자,142,23.5
5413,1,남자,10,45.5
5413,3,여자,5,22.7
5413,2,법인및사업자,7,31.8
5415,1,남자,34,68
5415,3,여자,2,4
5415,2,법인및사업자,14,28
5416,2,남자,47,38.5
5416,3,여자,14,11.5
5416,1,법인및사업자,61,50
5417,1,남자,109,59.9
5417,3,여자,21,11.5
5417,2,법인및사업자,52,28.6
5418,1,남자,11,42.3
5418,3,여자,4,15.4
5418,2,법인및사업자,11,42.3
5422,1,남자,12,57.1
5422,3,여자,2,9.5
5422,2,법인및사업자,7,33.3
5423,1,남자,621,61.6
5423,3,여자,117,11.6
5423,2,법인및사업자,270,26.8
5424,1,남자,37,53.6
5424,3,여자,7,10.1
5424,2,법인및사업자,25,36.2
5428,1,남자,127,58.8
5428,3,여자,24,11.1
5428,2,법인및사업자,65,30.1
5431,1,남자,7,63.6
5431,3,여자,1,9.1
5431,2,법인및사업자,3,27.3
5433,1,남자,2,100
5434,2,남자,28,45.9
5434,3,여자,4,6.6
5434,1,법인및사업자,29,47.5
5436,1,남자,157,54.5
5436,3,여자,38,13.2
5436,2,법인및사업자,93,32.3
5438,1,남자,406,56
5438,3,여자,88,12.1
5438,2,법인및사업자,231,31.9
5439,2,남자,2,40
5439,1,법인및사업자,3,60
5440,1,법인및사업자,1,100
5441,1,남자,6,66.7
5441,3,여자,1,11.1
5441,2,법인및사업자,2,22.2
5442,1,남자,2,66.7
5442,2,여자,1,33.3
5443,1,남자,1,33.3
5443,3,여자,1,33.3
5443,2,법인및사업자,1,33.3
5446,1,법인및사업자,1,100
5448,2,남자,35,42.7
5448,3,여자,7,8.5
5448,1,법인및사업자,40,48.8
5449,1,남자,88,50
5449,3,여자,19,10.8
5449,2,법인및사업자,69,39.2
5450,2,남자,3,37.5
5450,1,법인및사업자,5,62.5
5451,1,남자,49,67.1
5451,3,여자,10,13.7
5451,2,법인및사업자,14,19.2
5453,1,남자,21,65.6
5453,3,여자,3,9.4
5453,2,법인및사업자,8,25
5454,1,법인및사업자,2,100
5455,1,남자,41,50
5455,3,여자,16,19.5
5455,2,법인및사업자,25,30.5
5456,1,남자,656,59.6
5456,3,여자,133,12.1
5456,2,법인및사업자,311,28.3
5457,1,남자,5,55.6
5457,3,여자,1,11.1
5457,2,법인및사업자,3,33.3
5458,2,남자,9,42.9
5458,1,법인및사업자,12,57.1
5459,2,여자,1,33.3
5459,1,법인및사업자,2,66.7
5460,1,법인및사업자,3,100
5461,1,남자,7,53.8
5461,3,여자,2,15.4
5461,2,법인및사업자,4,30.8
5462,1,남자,1443,52.2
5462,3,여자,551,19.9
5462,2,법인및사업자,772,27.9
5463,1,남자,2,50
5463,2,법인및사업자,2,50
5464,1,남자,110,61.8
5464,3,여자,27,15.2
5464,2,법인및사업자,41,23
5487,1,남자,7,63.6
5487,3,여자,2,18.2
5487,2,법인및사업자,2,18.2
5489,1,남자,188,63.1
5489,3,여자,31,10.4
5489,2,법인및사업자,79,26.5
5491,2,남자,9,42.9
5491,3,여자,2,9.5
5491,1,법인및사업자,10,47.6
5492,1,남자,67,59.8
5492,3,여자,22,19.6
5492,2,법인및사업자,23,20.5
5493,1,남자,389,60.9
5493,3,여자,73,11.4
5493,2,법인및사업자,177,27.7
5494,1,남자,488,52.7
5494,3,여자,145,15.7
5494,2,법인및사업자,293,31.6
5497,1,남자,1009,58.5
5497,3,여자,224,13
5497,2,법인및사업자,493,28.6
5499,1,남자,34,52.3
5499,3,여자,10,15.4
5499,2,법인및사업자,21,32.3
5500,1,남자,1,50
5500,2,법인및사업자,1,50
5501,1,남자,273,63.3
5501,3,여자,44,10.2
5501,2,법인및사업자,114,26.5
5502,1,남자,231,53.3
5502,3,여자,56,12.9
5502,2,법인및사업자,146,33.7
5503,1,남자,572,54.5
5503,3,여자,145,13.8
5503,2,법인및사업자,333,31.7
5504,1,남자,394,60.2
5504,3,여자,86,13.1
5504,2,법인및사업자,174,26.6
5505,1,남자,463,53
5505,3,여자,132,15.1
5505,2,법인및사업자,278,31.8
5506,1,남자,121,55.8
5506,3,여자,30,13.8
5506,2,법인및사업자,66,30.4
5509,2,남자,2,28.6
5509,3,여자,2,28.6
5509,1,법인및사업자,3,42.9
5510,1,남자,10,55.6
5510,3,여자,1,5.6
5510,2,법인및사업자,7,38.9
5512,1,남자,34,57.6
5512,3,여자,9,15.3
5512,2,법인및사업자,16,27.1
5516,1,남자,19,54.3
5516,3,여자,5,14.3
5516,2,법인및사업자,11,31.4
5517,1,남자,47,44.3
5517,3,여자,20,18.9
5517,2,법인및사업자,39,36.8
5518,1,남자,4,40
5518,2,여자,4,40
5518,3,법인및사업자,2,20
5519,1,남자,323,47.7
5519,3,여자,112,16.5
5519,2,법인및사업자,242,35.7
5520,1,남자,48,54.5
5520,3,여자,10,11.4
5520,2,법인및사업자,30,34.1
5521,1,남자,186,45.5
5521,3,여자,103,25.2
5521,2,법인및사업자,120,29.3
5522,1,남자,42,53.8
5522,3,여자,14,17.9
5522,2,법인및사업자,22,28.2
5523,1,남자,2,50
5523,2,법인및사업자,2,50
5524,1,법인및사업자,2,100
5525,1,남자,5,55.6
5525,3,여자,1,11.1
5525,2,법인및사업자,3,33.3
5528,1,남자,22,66.7
5528,3,여자,3,9.1
5528,2,법인및사업자,8,24.2
5529,1,남자,36,60
5529,3,여자,4,6.7
5529,2,법인및사업자,20,33.3
5530,1,남자,860,44.5
5530,3,여자,509,26.3
5530,2,법인및사업자,565,29.2
5531,1,남자,206,52.8
5531,3,여자,74,19
5531,2,법인및사업자,110,28.2
5532,1,남자,37,63.8
5532,2,여자,11,19
5532,3,법인및사업자,10,17.2
5533,2,남자,8,44.4
5533,1,법인및사업자,10,55.6
5534,1,남자,32,52.5
5534,3,여자,9,14.8
5534,2,법인및사업자,20,32.8
5535,1,남자,16,34.8
5535,3,여자,15,32.6
5535,2,법인및사업자,15,32.6
5536,1,남자,62,57.9
5536,3,여자,11,10.3
5536,2,법인및사업자,34,31.8
5537,1,남자,19,54.3
5537,3,여자,5,14.3
5537,2,법인및사업자,11,31.4
5538,1,남자,229,46.5
5538,3,여자,117,23.8
5538,2,법인및사업자,146,29.7
5539,1,남자,43,50
5539,3,여자,10,11.6
5539,2,법인및사업자,33,38.4
5540,1,남자,16,61.5
5540,3,여자,5,19.2
5540,2,법인및사업자,5,19.2
5541,1,남자,5,83.3
5541,2,법인및사업자,1,16.7
5542,1,남자,43,58.9
5542,3,여자,11,15.1
5542,2,법인및사업자,19,26
5543,1,남자,31,46.3
5543,3,여자,12,17.9
5543,2,법인및사업자,24,35.8
5545,1,남자,15,57.7
5545,3,여자,5,19.2
5545,2,법인및사업자,6,23.1
5546,1,남자,197,52.3
5546,3,여자,59,15.6
5546,2,법인및사업자,121,32.1
5548,1,남자,14,46.7
5548,3,여자,5,16.7
5548,2,법인및사업자,11,36.7
5549,1,남자,22,50
5549,3,여자,11,25
5549,2,법인및사업자,11,25
5551,1,남자,23,65.7
5551,3,여자,3,8.6
5551,2,법인및사업자,9,25.7
5552,1,남자,26,41.9
5552,3,여자,10,16.1
5552,2,법인및사업자,26,41.9
5553,1,남자,361,46.9
5553,3,여자,167,21.7
5553,2,법인및사업자,242,31.4
5554,1,남자,419,42.2
5554,2,여자,296,29.8
5554,3,법인및사업자,278,28
5555,1,법인및사업자,1,100
5556,1,남자,393,55.7
5556,3,여자,65,9.2
5556,2,법인및사업자,248,35.1
5557,1,남자,670,58.7
5557,3,여자,146,12.8
5557,2,법인및사업자,325,28.5
5559,1,남자,113,48.3
5559,3,여자,49,20.9
5559,2,법인및사업자,72,30.8
5560,1,남자,63,45.3
5560,3,여자,37,26.6
5560,2,법인및사업자,39,28.1
5561,1,남자,13,54.2
5561,3,여자,2,8.3
5561,2,법인및사업자,9,37.5
5562,1,법인및사업자,3,100
5563,1,남자,19,52.8
5563,3,여자,2,5.6
5563,2,법인및사업자,15,41.7
5566,1,남자,2,40
5566,3,여자,1,20
5566,2,법인및사업자,2,40
5567,1,남자,13,59.1
5567,3,여자,2,9.1
5567,2,법인및사업자,7,31.8
5569,1,남자,232,52.3
5569,3,여자,49,11
5569,2,법인및사업자,163,36.7
5570,1,남자,3,42.9
5570,3,여자,1,14.3
5570,2,법인및사업자,3,42.9
5571,1,남자,4,57.1
5571,2,법인및사업자,3,42.9
5573,1,남자,99,50.5
5573,3,여자,31,15.8
5573,2,법인및사업자,66,33.7
5575,1,남자,242,55
5575,3,여자,49,11.1
5575,2,법인및사업자,149,33.9
5576,1,남자,83,43
5576,3,여자,39,20.2
5576,2,법인및사업자,71,36.8
5578,1,남자,4,44.4
5578,2,여자,3,33.3
5578,3,법인및사업자,2,22.2
5580,1,남자,814,57.2
5580,3,여자,177,12.4
5580,2,법인및사업자,432,30.4
5581,1,남자,109,49.1
5581,3,여자,41,18.5
5581,2,법인및사업자,72,32.4
5582,1,남자,71,48
5582,3,여자,25,16.9
5582,2,법인및사업자,52,35.1
5583,1,남자,14,43.8
5583,3,여자,8,25
5583,2,법인및사업자,10,31.3
5585,1,남자,17,77.3
5585,2,법인및사업자,5,22.7
5586,1,남자,28,60.9
5586,3,여자,6,13
5586,2,법인및사업자,12,26.1
5587,1,남자,441,54.8
5587,3,여자,128,15.9
5587,2,법인및사업자,236,29.3
5589,1,남자,4,57.1
5589,2,법인및사업자,3,42.9
5590,1,남자,30,65.2
5590,3,여자,4,8.7
5590,2,법인및사업자,12,26.1
5592,2,남자,16,34.8
5592,3,여자,12,26.1
5592,1,법인및사업자,18,39.1
5593,1,남자,20,69
5593,3,여자,1,3.4
5593,2,법인및사업자,8,27.6
5594,1,남자,39,75
5594,2,여자,7,13.5
5594,3,법인및사업자,6,11.5
5595,1,남자,625,61.7
5595,3,여자,118,11.6
5595,2,법인및사업자,270,26.7
5596,2,남자,3,37.5
5596,1,법인및사업자,5,62.5
5597,1,남자,35,68.6
5597,2,여자,12,23.5
5597,3,법인및사업자,4,7.8
5599,2,남자,1,33.3
5599,1,법인및사업자,2,66.7
5601,1,남자,33,55
5601,3,여자,12,20
5601,2,법인및사업자,15,25
5602,1,남자,15,65.2
5602,3,여자,4,17.4
5602,2,법인및사업자,4,17.4
5604,1,남자,6,54.5
5604,3,여자,1,9.1
5604,2,법인및사업자,4,36.4
5605,1,남자,434,55.2
5605,3,여자,103,13.1
5605,2,법인및사업자,249,31.7
5606,1,남자,1844,57
5606,3,여자,386,11.9
5606,2,법인및사업자,1005,31.1
5607,2,남자,3,33.3
5607,3,여자,2,22.2
5607,1,법인및사업자,4,44.4
5617,1,남자,12,70.6
5617,2,여자,3,17.6
5617,3,법인및사업자,2,11.8
5618,1,남자,380,54.4
5618,3,여자,111,15.9
5618,2,법인및사업자,208,29.8
5619,1,남자,463,57.9
5619,3,여자,85,10.6
5619,2,법인및사업자,251,31.4
5620,1,남자,85,58.6
5620,3,여자,24,16.6
5620,2,법인및사업자,36,24.8
5621,1,남자,20,69
5621,3,여자,3,10.3
5621,2,법인및사업자,6,20.7
5622,2,남자,13,24.5
5622,3,여자,3,5.7
5622,1,법인및사업자,37,69.8
5623,1,남자,6,100
5625,1,남자,1052,49.4
5625,3,여자,447,21
5625,2,법인및사업자,632,29.7
5626,1,남자,27,62.8
5626,3,여자,4,9.3
5626,2,법인및사업자,12,27.9
5630,1,남자,93,59.2
5630,3,여자,14,8.9
5630,2,법인및사업자,50,31.8
5632,2,남자,7,35
5632,3,여자,2,10
5632,1,법인및사업자,11,55
5633,1,남자,1,50
5633,2,법인및사업자,1,50
5634,1,남자,89,52.7
5634,3,여자,14,8.3
5634,2,법인및사업자,66,39.1
5636,1,남자,3,75
5636,2,법인및사업자,1,25
5638,1,남자,598,58.9
5638,3,여자,126,12.4
5638,2,법인및사업자,292,28.7
5639,1,남자,15,41.7
5639,3,여자,9,25
5639,2,법인및사업자,12,33.3
5640,1,남자,61,62.9
5640,3,여자,10,10.3
5640,2,법인및사업자,26,26.8
5641,2,남자,7,43.8
5641,3,여자,1,6.3
5641,1,법인및사업자,8,50
5642,1,남자,221,44
5642,3,여자,72,14.3
5642,2,법인및사업자,209,41.6
5643,1,남자,37,61.7
5643,3,여자,6,10
5643,2,법인및사업자,17,28.3
5645,1,남자,50,55.6
5645,3,여자,16,17.8
5645,2,법인및사업자,24,26.7
5646,1,남자,146,55.7
5646,3,여자,31,11.8
5646,2,법인및사업자,85,32.4
5647,1,남자,19,46.3
5647,3,여자,6,14.6
5647,2,법인및사업자,16,39
5648,1,남자,316,47
5648,3,여자,140,20.8
5648,2,법인및사업자,217,32.2
5650,1,남자,194,59.7
5650,3,여자,49,15.1
5650,2,법인및사업자,82,25.2
5651,1,남자,156,70.6
5651,3,여자,13,5.9
5651,2,법인및사업자,52,23.5
5652,1,남자,12,40
5652,3,여자,7,23.3
5652,2,법인및사업자,11,36.7
5653,1,남자,26,63.4
5653,3,여자,4,9.8
5653,2,법인및사업자,11,26.8
5654,1,남자,37,67.3
5654,3,여자,9,16.4
5654,2,법인및사업자,9,16.4
5655,1,남자,36,50
5655,3,여자,4,5.6
5655,2,법인및사업자,32,44.4
5656,1,남자,480,51.3
5656,3,여자,145,15.5
5656,2,법인및사업자,311,33.2
5658,1,남자,513,51.5
5658,3,여자,100,10
5658,2,법인및사업자,383,38.5
5659,1,남자,96,48.5
5659,3,여자,32,16.2
5659,2,법인및사업자,70,35.4
5661,1,남자,188,46.2
5661,3,여자,95,23.3
5661,2,법인및사업자,124,30.5
5662,1,남자,76,67.3
5662,3,여자,12,10.6
5662,2,법인및사업자,25,22.1
5664,1,남자,1349,55.8
5664,3,여자,294,12.2
5664,2,법인및사업자,774,32
5665,1,남자,3,100
5666,2,남자,2,40
5666,1,여자,3,60
5668,1,남자,26,63.4
5668,3,여자,3,7.3
5668,2,법인및사업자,12,29.3
5669,1,남자,28,57.1
5669,3,여자,6,12.2
5669,2,법인및사업자,15,30.6
5670,1,남자,193,52.4
5670,3,여자,47,12.8
5670,2,법인및사업자,128,34.8
5672,1,남자,4,66.7
5672,3,여자,1,16.7
5672,2,법인및사업자,1,16.7
5674,1,남자,8,36.4
5674,3,여자,6,27.3
5674,2,법인및사업자,8,36.4
5676,1,남자,404,56.3
5676,3,여자,103,14.3
5676,2,법인및사업자,211,29.4
5677,1,남자,8,57.1
5677,3,여자,3,21.4
5677,2,법인및사업자,3,21.4
5680,1,남자,300,44.9
5680,3,여자,82,12.3
5680,2,법인및사업자,286,42.8
5682,1,남자,1922,58.4
5682,3,여자,476,14.5
5682,2,법인및사업자,895,27.2
5683,1,남자,10,66.7
5683,2,법인및사업자,5,33.3
5684,1,남자,24,70.6
5684,3,여자,1,2.9
5684,2,법인및사업자,9,26.5
5686,2,남자,8,40
5686,3,여자,3,15
5686,1,법인및사업자,9,45
5687,2,남자,9,40.9
5687,3,여자,3,13.6
5687,1,법인및사업자,10,45.5
5688,1,남자,482,45.7
5688,3,여자,114,10.8
5688,2,법인및사업자,459,43.5
5689,1,남자,41,61.2
5689,3,여자,5,7.5
5689,2,법인및사업자,21,31.3
5690,1,남자,1,50
5690,2,법인및사업자,1,50
5692,1,남자,13,54.2
5692,3,여자,1,4.2
5692,2,법인및사업자,10,41.7
5693,1,남자,18,56.3
5693,3,여자,2,6.3
5693,2,법인및사업자,12,37.5
5694,2,남자,5,33.3
5694,3,여자,1,6.7
5694,1,법인및사업자,9,60
5695,1,남자,528,62.8
5695,3,여자,100,11.9
5695,2,법인및사업자,213,25.3
5696,1,남자,32,69.6
5696,3,여자,3,6.5
5696,2,법인및사업자,11,23.9
5697,1,남자,27,51.9
5697,3,여자,3,5.8
5697,2,법인및사업자,22,42.3
5698,2,남자,2,33.3
5698,3,여자,1,16.7
5698,1,법인및사업자,3,50
5699,1,남자,1,100
5700,1,남자,110,48.5
5700,3,여자,26,11.5
5700,2,법인및사업자,91,40.1
5702,1,남자,25,56.8
5702,3,여자,2,4.5
5702,2,법인및사업자,17,38.6
5703,1,법인및사업자,7,100
5704,1,남자,23,60.5
5704,3,여자,6,15.8
5704,2,법인및사업자,9,23.7
5705,1,남자,2,50
5705,3,여자,1,25
5705,2,법인및사업자,1,25
5706,2,남자,9,30
5706,1,여자,12,40
5706,3,법인및사업자,9,30
5707,1,남자,32,51.6
5707,3,여자,4,6.5
5707,2,법인및사업자,26,41.9
5708,1,남자,24,68.6
5708,2,여자,6,17.1
5708,3,법인및사업자,5,14.3
5709,1,남자,42,61.8
5709,3,여자,7,10.3
5709,2,법인및사업자,19,27.9
5710,1,남자,2,50
5710,3,여자,1,25
5710,2,법인및사업자,1,25
5712,2,남자,11,37.9
5712,3,여자,3,10.3
5712,1,법인및사업자,15,51.7
5713,1,남자,473,52.6
5713,3,여자,129,14.3
5713,2,법인및사업자,297,33
5717,2,남자,57,36.8
5717,3,여자,13,8.4
5717,1,법인및사업자,85,54.8
5718,1,남자,44,47.8
5718,3,여자,13,14.1
5718,2,법인및사업자,35,38
5719,2,남자,3,17.6
5719,3,여자,2,11.8
5719,1,법인및사업자,12,70.6
5720,1,남자,63,53.4
5720,3,여자,13,11
5720,2,법인및사업자,42,35.6
5721,1,남자,69,64.5
5721,3,여자,9,8.4
5721,2,법인및사업자,29,27.1
5722,1,남자,474,55.8
5722,3,여자,92,10.8
5722,2,법인및사업자,283,33.3
5723,1,남자,46,51.7
5723,3,여자,11,12.4
5723,2,법인및사업자,32,36
5724,1,남자,6,46.2
5724,3,여자,3,23.1
5724,2,법인및사업자,4,30.8
5725,1,남자,9,52.9
5725,3,여자,2,11.8
5725,2,법인및사업자,6,35.3
5726,1,남자,483,56.6
5726,3,여자,109,12.8
5726,2,법인및사업자,261,30.6
5727,2,남자,15,22.1
5727,3,여자,13,19.1
5727,1,법인및사업자,40,58.8
5728,1,남자,43,62.3
5728,2,여자,14,20.3
5728,3,법인및사업자,12,17.4
5733,2,남자,1,20
5733,1,법인및사업자,4,80
5735,1,남자,7,70
5735,2,여자,3,30
5737,1,남자,26,46.4
5737,3,여자,6,10.7
5737,2,법인및사업자,24,42.9
5741,1,남자,673,42.4
5741,3,여자,292,18.4
5741,2,법인및사업자,624,39.3
5742,1,남자,386,50.3
5742,3,여자,108,14.1
5742,2,법인및사업자,274,35.7
5743,1,남자,141,62.7
5743,3,여자,22,9.8
5743,2,법인및사업자,62,27.6
5744,1,남자,29,43.3
